Campaign,Ad Group,Match Type,Keyword,Keyword (as entered),Status,Final URL (Phase 1 - launch with this),"Final URL (Phase 2 - proposed, after page build)",US Vol/mo,Action,Notes
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Exact,surgery for herniated disc,[surgery for herniated disc],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Exact,disc herniation surgery,[disc herniation surgery],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Exact,disc surgery,[disc surgery],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Exact,discectomy surgery,[discectomy surgery],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Exact,acdf surgery,[acdf surgery],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,"migrate - flagged low quality, needs relevant ad"
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,herniated disc treatment near me,"""herniated disc treatment near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,1600,NEW,
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,herniated disc surgery,"""herniated disc surgery""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,8100,EXISTING,migrate from Spine Conditions
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,herniated disc treatments,"""herniated disc treatments""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,herniated disc doctor near me,"""herniated disc doctor near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,140,EXISTING,2 impr only
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,herniated disc specialist,"""herniated disc specialist""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,260,NEW,
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,bulging disc treatment,"""bulging disc treatment""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,6600,NEW,zero coverage today
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,bulging disc doctor near me,"""bulging disc doctor near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,10,NEW,
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,slipped disc specialist,"""slipped disc specialist""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,REACTIVATE,paused
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,slipped disc surgeon,"""slipped disc surgeon""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,ruptured disk treatment,"""ruptured disk treatment""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,ruptured disc surgery,"""ruptured disc surgery""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,treatment for herniated disc,"""treatment for herniated disc""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,degenerative disc disease treatment,"""degenerative disc disease treatment""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,1300,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,degenerative disc surgery,"""degenerative disc surgery""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Phrase,degenerative disc repair,"""degenerative disc repair""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/herniated-disc/,,EXISTING,migrate
BOD - Spine Conditions - Sterling Heights,Herniated / Bulging Disc,Negative (ad group list),"-""icd 10"" -exercises -stretches -""how to"" -""what is"" -symptoms -""vs bulging"" -""versus bulging"" -sza -""pain killer"" -painkiller -medication -""heal quickly"" -""recovery time"" -""feel like"" -""l5 s1"" -""self-care"" -""signs""","-""icd 10"" -exercises -stretches -""how to"" -""what is"" -symptoms -""vs bulging"" -""versus bulging"" -sza -""pain killer"" -painkiller -medication -""heal quickly"" -""recovery time"" -""feel like"" -""l5 s1"" -""self-care"" -""signs""",Enabled,,,,NEW,apply as ad-group negative keyword list
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Exact,spinal stenosis specialist near me,[spinal stenosis specialist near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,260,NEW,
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Exact,spinal stenosis treatment near me,[spinal stenosis treatment near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,210,NEW,
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Exact,spinal stenosis specialist,[spinal stenosis specialist],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,110,NEW,
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Exact,spinal stenosis doctor near me,[spinal stenosis doctor near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,30,NEW,
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Exact,spinal stenosis surgery,[spinal stenosis surgery],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,5400,EXISTING,flagged low quality - fix w/ relevant ad + LP
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Phrase,spinal stenosis specialist near me,"""spinal stenosis specialist near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,260,NEW,
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Phrase,spinal stenosis treatment near me,"""spinal stenosis treatment near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,210,NEW,
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Phrase,spinal stenosis treatment,"""spinal stenosis treatment""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,8100,NEW,informational-heavy - monitor
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Phrase,spinal stenosis surgery,"""spinal stenosis surgery""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,5400,NEW,
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Phrase,surgery for spinal stenosis,"""surgery for spinal stenosis""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,1000,NEW,
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Phrase,lumbar spinal stenosis treatment,"""lumbar spinal stenosis treatment""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,880,NEW,
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Phrase,lumbar stenosis treatment,"""lumbar stenosis treatment""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,90,NEW,
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Phrase,spinal stenosis specialist,"""spinal stenosis specialist""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,110,NEW,
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Phrase,spinal stenosis therapies,"""spinal stenosis therapies""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spinal-stenosis/,,REACTIVATE,"in paused Pain Mgmt, flagged low quality"
BOD - Spine Conditions - Sterling Heights,Spinal Stenosis,Negative (ad group list),"-""icd 10"" -exercises -symptoms -""what is"" -disability -""kill you"" -""final stages"" -hereditary -""to avoid"" -""cured"" -""painkiller"" -""newest treatment"" -""which is worse""","-""icd 10"" -exercises -symptoms -""what is"" -disability -""kill you"" -""final stages"" -hereditary -""to avoid"" -""cured"" -""painkiller"" -""newest treatment"" -""which is worse""",Enabled,,,,NEW,apply as ad-group negative keyword list
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Exact,pinched nerve treatment near me,[pinched nerve treatment near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,590,NEW,
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Exact,pinched nerve doctor near me,[pinched nerve doctor near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,110,NEW,CPC $4.24
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Exact,pinched nerve specialist near me,[pinched nerve specialist near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,50,NEW,
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Exact,radiculopathy doctor near me,[radiculopathy doctor near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,20,NEW,CPC $3.27
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Phrase,pinched nerve treatment near me,"""pinched nerve treatment near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,590,NEW,
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Phrase,pinched nerve doctor near me,"""pinched nerve doctor near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,110,NEW,
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Phrase,pinched nerve specialist near me,"""pinched nerve specialist near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,50,NEW,
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Phrase,pinched nerve treatment,"""pinched nerve treatment""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,4400,NEW,
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Phrase,treatment for pinched nerve in neck,"""treatment for pinched nerve in neck""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,3600,NEW,
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Phrase,neck nerve pinch treatment,"""neck nerve pinch treatment""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,4400,NEW,
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Phrase,cervical radiculopathy treatment,"""cervical radiculopathy treatment""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,4400,NEW,CPC $1.21
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Phrase,pinched nerve therapy neck,"""pinched nerve therapy neck""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,5400,NEW,
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Phrase,treatment for pinched nerve in lower back,"""treatment for pinched nerve in lower back""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,,REACTIVATE,in paused Pain Mgmt
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Phrase,radiculopathy treatment,"""radiculopathy treatment""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/pinched-nerve/,,NEW,
BOD - Spine Conditions - Sterling Heights,Pinched Nerve / Radiculopathy,Negative (ad group list),"-shoulder -hip -""how to"" -""what is"" -""how long"" -symptoms -""feel like"" -""icd 10"" -stretches -exercises -""relieve"" -""fix a""","-shoulder -hip -""how to"" -""what is"" -""how long"" -symptoms -""feel like"" -""icd 10"" -stretches -exercises -""relieve"" -""fix a""",Enabled,,,,NEW,apply as ad-group negative keyword list
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Exact,spine surgeon near me,[spine surgeon near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,5400,NEW,"LARGEST MISS - 5,400/mo, not targeted"
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Exact,spine surgeons near me,[spine surgeons near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,1900,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Exact,orthopedic spine surgeon near me,[orthopedic spine surgeon near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,390,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Exact,orthopedic spine surgeon,[orthopedic spine surgeon],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,1000,EXISTING,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Exact,michigan orthopedic spine surgeons,[michigan orthopedic spine surgeons],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,,EXISTING,15.0 conv @ $122
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Exact,spine surgeon,[spine surgeon],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,4400,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Exact,back surgeon near me,[back surgeon near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,,EXISTING,1.0 conv
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Exact,best spine doctors in michigan,[best spine doctors in michigan],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,,EXISTING,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,orthopedic spine surgeon,"""orthopedic spine surgeon""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,1000,EXISTING,#1 spine kw: 126.6 conv @ $213
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,spinal surgery,"""spinal surgery""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,,EXISTING,29.4 conv @ $417
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,spine surgery,"""spine surgery""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,,EXISTING,29.0 conv @ $357
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,back surgeons in michigan,"""back surgeons in michigan""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,,EXISTING,25.6 conv @ $300
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,spinal surgeons near me,"""spinal surgeons near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,,EXISTING,8.3 conv @ $90 - strong
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,spine surgeon near me,"""spine surgeon near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,5400,EXISTING,2.3 conv - underfunded
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,spine surgeons near me,"""spine surgeons near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,1900,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,orthopedic spine surgeon near me,"""orthopedic spine surgeon near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,390,EXISTING,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,spine orthopedic surgeon,"""spine orthopedic surgeon""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,1000,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,spine surgery surgeon,"""spine surgery surgeon""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,2900,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,lower back surgery,"""lower back surgery""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,,EXISTING,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,neck surgery,"""neck surgery""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,,EXISTING,6.5 conv @ $740 - watch
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,cervical fusion surgery,"""cervical fusion surgery""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,1900,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,lumbar fusion surgery,"""lumbar fusion surgery""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,1900,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Phrase,minimally invasive spine surgeon,"""minimally invasive spine surgeon""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/spine-surgery/,260,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Spine Surgery,Negative (ad group list),"-salary -""how much"" -""top 10"" -jobs -residency -""make"" -nyc -nj -""new jersey"" -""long island"" -dallas -texas -florida -""united states"" -""icd 10"" -""best in the""","-salary -""how much"" -""top 10"" -jobs -residency -""make"" -nyc -nj -""new jersey"" -""long island"" -dallas -texas -florida -""united states"" -""icd 10"" -""best in the""",Enabled,,,,NEW,apply as ad-group negative keyword list
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Exact,minimally invasive spine surgery near me,[minimally invasive spine surgery near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,390,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Exact,endoscopic spine surgery near me,[endoscopic spine surgery near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,210,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Exact,microdiscectomy near me,[microdiscectomy near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,110,NEW,CPC $3.06
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Exact,microdiscectomy,[microdiscectomy],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,,EXISTING,move from Surgery
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Exact,laminectomy,[laminectomy],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,,REACTIVATE,paused
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Exact,laminectomy surgery,[laminectomy surgery],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,,EXISTING,move from Surgery
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Exact,decompression surgeries,[decompression surgeries],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,,EXISTING,move from Surgery
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Exact,artificial disc replacement near me,[artificial disc replacement near me],Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,140,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Phrase,minimally invasive spine surgery near me,"""minimally invasive spine surgery near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,390,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Phrase,minimally invasive spinal surgery,"""minimally invasive spinal surgery""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,,EXISTING,move from Surgery
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Phrase,endoscopic spine surgery near me,"""endoscopic spine surgery near me""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,210,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Phrase,microdiscectomy,"""microdiscectomy""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Phrase,lumbar laminectomy,"""lumbar laminectomy""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,,EXISTING,"move from Surgery, 1.0 conv"
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Phrase,cervical disc replacement,"""cervical disc replacement""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,2900,NEW,
"BOD - Neck, Back, Spine - Sterling Heights",Minimally Invasive / Disc Surgery,Phrase,lumbar disc replacement,"""lumbar disc replacement""",Enabled,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/,https://synergyhealth.org/specialty/spine-neck-back/sterling-heights/minimally-invasive-spine-surgery/,1000,NEW,
