Company ID,Company Name,PL,book_tier,joel_tier,joel_spine_trigger,joel_last_referral,applied_tier,reason
1679671416,Family Medicine & Wellness,Coty,Prospect,Prospect,,,Prospect,Joel agrees
fc79eac0-6f20-44c3-84a9-e20d7068fe4e,Premier Private Physicians,Coty,Tier 1,Tier 1,2026-06-09,2026-06-09,Tier 1,Joel agrees
f945997b-7ba6-4b6c-a37a-97f24ce1fed5,Salta Direct Primary Care - Troy,Coty,Prospect,Prospect,,,Prospect,Joel agrees
757d3ce3-93ba-4245-a84e-b14851bfe2e7,Somerset Pain Clinic,Coty,Prospect,Prospect,,,Prospect,Joel agrees
e08bd153-21a7-4571-932b-cec418f70d74,Corewell Health Internal Medicine - Troy,Coty,Prospect,Tier 2,,2025-12-11,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-12-11) — not applied
1558461392,Mathews Medical Center,Coty,Prospect,Tier 2,,2025-05-07,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-05-07) — not applied
1043288053,"John Joseph MD,",Coty,Prospect,Tier 3,,2025-08-26,Prospect,Joel Tier 3 on 2025-only evidence (last referral 2025-08-26) — not applied
b81f18a9-01d3-4fd7-a6a3-ce068be637b7,Michigan Internal Medicine & Cardiology Associates,Coty,Prospect,Prospect,,,Prospect,Joel agrees
04-087-8298,"Ortho surgery of shoulder, hip, & knee",Coty,Prospect,Prospect,,,Prospect,Joel agrees
15be0813-4c02-407e-9cd2-a1a8c07ec4e7,Millennium Orthopedics,Coty,Prospect,Prospect,,,Prospect,Joel agrees
40ddb048-cf4c-463b-906a-170a28abd32d,Tri County Pain Consultants,Coty,Prospect,Prospect,,,Prospect,Joel agrees
f2dc38ef-6f3e-46e7-81ca-1ac74b888995,Healthquest Chiropractic,Coty,Prospect,Tier 2,,2026-08-18,Tier 2,"Joel Tier 2, last referral 2026-08-18 (2026 evidence)"
4f46bff0-0295-445e-980a-51107f04dbb9,"TRI COUNTY ORTHOPEDICS, PC",Coty,Prospect,Prospect,,,Prospect,Joel agrees
be1474d8-c6ce-4792-bc96-a22bf4ce125d,McLaren Oakland Center for Spine & Pain Management,Coty,Tier 1,Tier 1,2026-03-16,2026-06-08,Tier 1,Joel agrees
24c37a8d-e3f3-4cd2-a704-ebb3e7739d4a,Dixie Highway Internal Medicine,Coty,Prospect,Prospect,,,Prospect,Joel agrees
b74f4846-fa64-4c4f-a6fe-d3ee8cef5312,Orthopedic Specialists of Oakland County - Clarkston,Coty,Prospect,Prospect,,,Prospect,Joel agrees
15d65642-ae9b-4744-8746-800525bb12a4,Independence Urgent Care,Coty,Prospect,Prospect,,,Prospect,Joel agrees
b1af47a2-8b95-4560-97d6-d870e4474dac,Jolly Neurological Clinic,Coty,Prospect,Prospect,,,Prospect,Joel agrees
9bcc1288-88f8-4366-89d5-1954358b0abb,Poley Sports Medicine,Coty,Prospect,Tier 3,,2026-07-23,Tier 3,"Joel Tier 3, last referral 2026-07-23 (2026 evidence)"
550845e3-e358-4aa5-badb-e90d93042d7c,Southeast Michigan Center for Orthopedics - Rochester Hlls,Coty,Prospect,Prospect,,,Prospect,Joel agrees
302f7a03-fbf7-4ffa-ad89-f1a3c3c580c1,Prism Medical Group - Family Medicine Ste 160,Coty,Prospect,Tier 1,2025-07-17,2025-09-05,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-07-17, last referral 2025-09-05) — not applied"
b95fc8ff-585a-4d2e-9aae-c2ea0fd1b50c,Prism Medical Group - Family Medicine Ste 240,Coty,Tier 2,Tier 1,2026-08-03,2026-08-03,Tier 1,"Joel T1, spine referral 2026-08-03 (2026 evidence)"
fbcc80e3-33d5-452f-8300-be884c2786eb,Precise Medical,Coty,Prospect,Prospect,,,Prospect,Joel agrees
2e8aa328-e0cf-478e-8b39-00f6628c15ac,Prism Medical Group - Internal Medicine,Coty,Tier 2,Tier 2,,2026-09-01,Tier 2,Joel agrees
6e9dda47-d440-4432-a96b-aaef04a18257,Your Physicians,Coty,Prospect,Prospect,,,Prospect,Joel agrees
d585f868-a414-424d-b7fc-46bf2da53972,"Internal Medicine Associates of Rochester Hills, PC",Coty,Prospect,Prospect,,,Prospect,Joel agrees
1932288693,Physicians in Family Medicine,Coty,Tier 2,Tier 2,,2026-06-09,Tier 2,Joel agrees
59a078a4-145e-43bb-8052-a1ff32814d1e,Associated Orthopedists of Detroit-Shelby Township,Coty,Tier 2,Tier 2,,2026-05-21,Tier 2,Joel agrees
cfa43a87-0a00-4e16-8816-57177ce29fb3,Alliance - Macomb,Coty,Tier 2,Tier 2,,2026-07-09,Tier 2,Joel agrees
1c5a48da-6d75-4a3e-acb4-f4ed5e876ed6,Michigan Surgery Specialists - Shelby Township,Coty,Prospect,Prospect,,,Prospect,Joel agrees
bbb5a959-2f90-4cc2-aa31-4147951ed255,Alliance - Shelby Township,Coty,Prospect,Tier 2,,2025-11-14,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-11-14) — not applied
aa1947f7-3694-4014-9388-76b8e6da46b8,Shelbydale Medical Clinic PC,Coty,Prospect,Tier 1,2025-02-26,2025-02-26,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-02-26, last referral 2025-02-26) — not applied"
1912194622,MD VIP - Utica,Coty,Prospect,Tier 3,,2025-07-25,Prospect,Joel Tier 3 on 2025-only evidence (last referral 2025-07-25) — not applied
1891724688,Osteopathic Health Care Associates,Coty,Prospect,Tier 2,,2026-02-19,Tier 2,"Joel Tier 2, last referral 2026-02-19 (2026 evidence)"
6a404f23-7c36-4965-b240-828d66cceec9,PRISM Extended Care and Urgent Care,Coty,Prospect,Prospect,,,Prospect,Joel agrees
3dd30d21-d9d8-4640-b79e-fdec972d0ad3,Maan Askar MD - Hoover (Thursdays),Coty,Prospect,Prospect,,,Prospect,Joel agrees
2b118d9b-4287-416a-aa66-4e30f6d98e26,Forum Medical Clinic,Coty,Prospect,Tier 2,,2025-10-08,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-10-08) — not applied
1eb4b4af-01f6-4e42-bf98-d3a12bea0f85,"Julie Henry, MD",Coty,Prospect,Prospect,,,Prospect,Joel agrees
1023000882,Greater Michigan Orthopedics and Sports Medicine - Warren,Coty,Prospect,Prospect,,,Prospect,Joel agrees
1205831005,Midwest Center for Dermatology - Warren,Coty,Tier 2,Tier 2,,2026-08-31,Tier 2,Joel agrees
c711e9c2-58e1-42f5-ab75-c835ceae8875,Motor City Orthopedics - Warren,Coty,Prospect,Prospect,,,Prospect,Joel agrees
81c6691d-f02d-49d9-940d-49ca3462c7fa,Beaumont Associated Family Care - Warren,Coty,Tier 2,Tier 1,2025-01-22,2026-06-22,Tier 2,Joel T1 on 2025 spine (2025-01-22); a 2026 referral on 2026-06-22 but its service line is unknown — not applied; Joel to classify
8bdecedc-33cd-4229-8467-d684f3b6242d,Maan Askar MD - 13 Mile,Coty,Prospect,Prospect,,,Prospect,Joel agrees
fb391572-ec70-41c7-a503-4e6be4d20c7a,Live Well Chiro,Coty,Prospect,Prospect,,,Prospect,Joel agrees
19495112-7e08-4c09-8899-f4c2049ff753,Karle Medical Group,Coty,Prospect,Tier 2,,2025-05-08,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-05-08) — not applied
390949bb-260d-424c-a141-c134cab0ae6f,Michigan Center For Regenerative Medicine,Coty,Prospect,Prospect,,,Prospect,Joel agrees
776e10e7-f4c0-411b-be58-d586dedcc5eb,Ciarlone Orthopedics,Coty,Prospect,Prospect,,,Prospect,Joel agrees
fdc185b1-8cf4-4f41-b543-bd81b47c5427,Amabir Khaira MD,Coty,Prospect,Prospect,,,Prospect,Joel agrees
302019e4-0b7f-4f55-bdca-192920804d63,Meadowbrook Internists,Coty,Tier 2,Tier 2,,2026-01-29,Tier 2,Joel agrees
1528076619,Barclay Internists,Coty,Tier 2,Prospect,,,Tier 2,Joel says Prospect — NOT applied (book evidence: 0 spine in 2026; never demote a proven sender) — Joel to reconcile
1477658458,Rochester Hills Orthopedics & Sports Medicine,Coty,Prospect,Prospect,,,Prospect,Joel agrees
9b89a7a8-da80-4dca-b2b1-c0ea3569c950,Balanced Living Chiropractic,Coty,Prospect,Prospect,,,Prospect,Joel agrees
1538140744,Colleen Kennedy DO,Coty,Tier 3,Tier 1,2025-07-17,2026-04-16,Tier 3,Joel T1 on 2025 spine (2025-07-17); a 2026 referral on 2026-04-16 but its service line is unknown — not applied; Joel to classify
0da678d4-9648-4315-8770-fb6768c5c2ea,Springfield Urgent Care - Hamburg,Coty,Tier 2,Tier 3,,2026-01-30,Tier 2,Joel says Tier 3 — NOT applied (book evidence: 0 spine in 2026; never demote a proven sender) — Joel to reconcile
987cb6d6-529f-4dd9-a2bf-fb65d73c5160,Trinity Health System Pain Institute,Coty,Prospect,Prospect,,,Prospect,Joel agrees
0cb7fa62-086e-4ade-98e1-7e6fd0b8c26c,Associates In Physical Medicine & Rehabilitation,Coty,Prospect,Tier 2,,2025-10-03,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-10-03) — not applied
87bd0432-534b-4e48-b128-48f49cc39a94,"MICHIGAN PAIN SPECIALISTS, PLLC",Coty,Prospect,Prospect,,,Prospect,Joel agrees
943e0e00-82f1-4d88-a3fd-2275bdc153b6,Michigan Pain Specialists,Coty,Prospect,Prospect,,,Prospect,Joel agrees
b24ac823-2845-4622-ad3b-eb46f7171bbb,Clarkston Medical Group Adult & Pediatric Medicine,Coty,Tier 2,Tier 2,,2026-03-04,Tier 2,Joel agrees
08267c79-105f-464d-9871-7cf4341a4386,MOTOR CITY ORTHOPEDICS - Novi,Coty,Prospect,Prospect,,,Prospect,Joel agrees
0e966842-32f3-40e8-91a7-4295b0ba0234,Restorative Physical Medicine - Novi,Coty,Prospect,Tier 3,,2026-07-23,Tier 3,"Joel Tier 3, last referral 2026-07-23 (2026 evidence)"
c87aa383-9bf1-4f78-8810-bcb83fcefb74,Urgent Care of Milford,Coty,Prospect,Prospect,,,Prospect,Joel agrees
865f8b49-ce19-4ffd-8643-a755635f6ccc,"TRENTON TOTAL HEALTH CARE CENTER, PC",Coty,Tier 2,Tier 1,2025-12-29,2026-05-29,Tier 2,Joel T1 on 2025 spine (2025-12-29); a 2026 referral on 2026-05-29 but its service line is unknown — not applied; Joel to classify
6e459635-80de-49eb-9451-991fd22dfb56,Blanzy Corwell clinic Southgate,Coty,Prospect,Prospect,,,Prospect,Joel agrees
141f9961-1fe4-4d6c-b6e0-7e89805d1153,"MEGHA MOHEY, MD, PC",Coty,Prospect,Prospect,,,Prospect,Joel agrees
c0a3429e-a32c-4e10-9c63-39620fac46d2,"INTERNAL MEDICINE ASSOCIATES OF MICHIGAN, PC",Coty,Prospect,Prospect,,,Prospect,Joel agrees
116ecff0-69a2-4ab9-86a0-22de7c1a6fec,Corewell Health Taylor Hospital Family Medicine,Coty,Prospect,Tier 1,2025-08-25,2025-09-25,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-08-25, last referral 2025-09-25) — not applied"
5bdf0e65-dfd7-47d2-8c99-2ca90d5315cd,Great Lakes Health and Wellness,Coty,Prospect,Prospect,,,Prospect,Joel agrees
d66f07f6-09c1-4e7b-89b1-4c2e8cf825e2,Ghassan Atto PLLC,Coty,Prospect,Prospect,,,Prospect,Joel agrees
43229ddf-0bb2-45ab-8aa8-3cb4f6b0d51f,Family Medicine,Coty,Prospect,Tier 3,,2026-07-01,Tier 3,"Joel Tier 3, last referral 2026-07-01 (2026 evidence)"
a4109cc4-88be-479e-bcaa-312214bfbf13,Premier Orthopedics,Coty,Prospect,Prospect,,,Prospect,Joel agrees
ee3a65be-8491-4075-a06b-3a17b7545316,Clarkston Internal Medicine,Coty,Prospect,Tier 3,,2025-11-18,Prospect,Joel Tier 3 on 2025-only evidence (last referral 2025-11-18) — not applied
a34e03bd-5e1f-470d-9d27-0ae0f937dea0,Clarkston Family Medicine,Coty,Prospect,Prospect,,,Prospect,Joel agrees
ce685188-7389-475f-adc2-61a7a28d1072,Clarkston Pain & Rehab,Coty,Prospect,Prospect,,,Prospect,Joel agrees
00b31e6d-ea21-435e-8d30-b61cf217c22e,Oakland Orthopedics & Sports Medicine,Coty,Prospect,Prospect,,,Prospect,Joel agrees
36-320-9367,Trinity IHA Primary Care - Clarkston,Coty,Prospect,Prospect,,,Prospect,Joel agrees
24639120-4fbe-4135-8d9e-1409bb0fd8cb,Clarkston Medical Group,Coty,Tier 2,Tier 1,2025-01-09,2026-04-17,Tier 2,Joel T1 on 2025 spine (2025-01-09); a 2026 referral on 2026-04-17 but its service line is unknown — not applied; Joel to classify
5b59e6a5-ab8d-42e9-9ee3-60672d731b66,Neuro Pain Consultants - Clarkston,Coty,Prospect,Prospect,,,Prospect,Joel agrees
525a54ac-f58c-4b57-8613-958fe3e2b9fa,MDVIP Clarkston,Coty,Prospect,Prospect,,,Prospect,Joel agrees
3973438b-a43c-4f5a-ab50-a4d96ed39952,Trupti Patel,Jasmine,Prospect,Tier 1,2025-03-11,2025-04-14,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-03-11, last referral 2025-04-14) — not applied"
9e975b04-2072-4b4f-976c-88c13100aa49,CANTON VA CLINIC,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
48d727c6-d942-4dbb-b457-0839ac8e1b68,Corwell health orthopedics Canton,Jasmine,Tier 1,Tier 1,2026-02-04,2026-02-04,Tier 1,Joel agrees
3acfe2ff-d550-4785-99aa-a1ea91ef7da4,CANTON FAMILY HEALTH LLC,Jasmine,Tier 1,Tier 1,2026-04-24,2026-08-17,Tier 1,Joel agrees
cfb3b21a-c220-44dd-bf1a-5116d55575eb,Bluestone PT/OT/ST,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
94d80b68-5992-460a-9b6f-4e4f572bced9,Buckle Family Chiropractic Ste 5,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
4dee089f-61d1-4d13-9fca-62b8d8ffc312,BN Nandish MD,Jasmine,Tier 2,Prospect,,,Tier 2,Joel says Prospect — NOT applied (book evidence: 0 spine in 2026; never demote a proven sender) — Joel to reconcile
05-433-9100,Joshua S Faley,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
23d47a49-9145-4b5c-9b11-978fd3b4c007,"Sussan J Salas, MD, FAANS",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
c7781046-a235-49fa-ac8e-4b8d6354c618,Comprehensive Healthcare Associates and Prevention Medicine,Jasmine,Tier 1,Tier 1,2025-10-08,2026-04-03,Tier 1,Joel agrees
15ebb26a-5efc-4ce7-9eb1-60fb9bd5f6c9,Henry Ford Family Medicine/Internal Medicine  - Novi,Jasmine,Prospect,Tier 1,2025-07-24,2025-07-24,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-07-24, last referral 2025-07-24) — not applied"
fa3d7cf2-0b7a-4b7b-aa60-304995dee0eb,Henry Ford Pain Clinic - Novi,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
611f52cc-838d-405e-8988-68708f39608e,ASCENSION MEDICAL GROUP WEST BLOOMFIELD FAMILY PRACTICE,Jasmine,Tier 3,Tier 2,,2026-07-10,Tier 2,"Joel Tier 2, last referral 2026-07-10 (2026 evidence)"
828fa8f3-3b8b-47be-a90f-66dec7286b3e,VillageMD Eastern Michigan,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
bd0ee186-9de1-49f1-b6f7-85fc538efd3b,Novi Medicine,Jasmine,Tier 3,Tier 2,,2026-08-17,Tier 2,"Joel Tier 2, last referral 2026-08-17 (2026 evidence)"
60ca59a0-452f-4fea-8aff-cf4ef63862b7,Village Medical - Novi,Jasmine,Tier 2,Tier 1,2025-02-11,2026-09-02,Tier 2,Joel T1 on 2025 spine (2025-02-11); a 2026 referral on 2026-09-02 but its service line is unknown — not applied; Joel to classify
6e52135e-6cca-4482-9973-58d180f1dce7,DMC SPORTS MEDICINE NOVI,Jasmine,Tier 1,Tier 1,2025-08-27,2026-08-28,Tier 1,Joel agrees
b9dc6f52-5aa2-459e-98a8-79b4da67dc8a,WEST OAKLAND INTERNISTS,Jasmine,Tier 2,Tier 1,2025-09-18,2026-07-22,Tier 2,Joel T1 on 2025 spine (2025-09-18); a 2026 referral on 2026-07-22 but its service line is unknown — not applied; Joel to classify
536052f1-b0c7-4ac5-8a78-f93ea88a7b8a,Integrative Medicine & Hijama Clinic,Jasmine,Prospect,Tier 2,,2025-05-15,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-05-15) — not applied
e3b0867d-fccc-4c01-8c75-68fde50cdc16,Brackney Chiropractic,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
047f1f57-d796-4b0d-b2d0-b5d576ad50ea,Park Medical Centers - Canton,Jasmine,Tier 1,Tier 1,2025-02-03,2026-09-09,Tier 1,Joel agrees
1022591b-a2f2-47ed-a718-e764042f930d,Corewell Health Wayne Hospital Family Medicine -  Canton,Jasmine,Tier 1,Tier 1,2025-06-18,2026-08-05,Tier 1,Joel agrees
1c7828ed-eebc-45ad-a838-28fbb2264e48,Corewell Health Wayne Hospital Internal Medicine - Canton,Jasmine,Tier 2,Tier 2,,2026-09-09,Tier 2,Joel agrees
27944765-e102-4f5b-9ebc-611bcf5fb06c,Canton Family Medicine,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
2f2e703f-4fef-4dd1-8718-336cd307b0e6,Michigan family Wellness,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
6fa415cb-7af9-461a-b555-69ae0e7a90de,CANTON URGENT CARE,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
13dc6a74-7486-4022-8993-7eaf6b95734e,CANTON FOOT & Ankle SPECIALISTS,Jasmine,Tier 2,Tier 2,,2026-01-20,Tier 2,Joel agrees
0cc06713-910b-4b74-ba14-7cd3d76b3c62,OAK STREET HEALTH CHERRY HILL,Jasmine,Tier 1,Tier 1,2025-08-20,2026-08-19,Tier 1,Joel agrees
796ef668-29ca-4cac-84b8-fd8125eb6bde,BEAUMONT FAMILY MEDICINE GARDEN CITY,Jasmine,Tier 3,Tier 2,,2026-09-11,Tier 2,"Joel Tier 2, last referral 2026-09-11 (2026 evidence)"
1689099f-fc6b-4174-9111-5dce70adbd66,"APOLLO HEALTH SERVICES, PC",Jasmine,Tier 1,Tier 1,2026-03-31,2026-03-31,Tier 1,Joel agrees
cd5ff85f-ef03-49bb-bf33-ee98e3b500ec,Plymouth physical therapy services,Jasmine,Tier 1,Prospect,,,Tier 1,Joel says Prospect — NOT applied (book evidence: 1 spine in 2026; never demote a proven sender) — Joel to reconcile
4387f117-9c7b-45c3-9002-4dd29a03b8dc,"GARDEN CITY MEDICAL CENTER, PC",Jasmine,Prospect,Tier 1,2025-01-30,2025-01-30,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-01-30, last referral 2025-01-30) — not applied"
c6b60636-41b7-4269-a81a-74ef98d29520,Meridian Rehab,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
7397c30d-fc05-4212-aa03-e8cf2d7efabe,Kris Warszawski MD - MHP,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
5d3d80df-b9e3-4590-bd23-e5c410e71b43,Palmer Medical,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
ef0b5dc6-d359-46ed-882e-baedca026685,Arash Kiarash,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
607852d7-cb70-46f8-ac4a-ed6f36b0acf9,Wayne Primary Care and Walk In,Jasmine,Tier 2,Prospect,,,Tier 2,Joel says Prospect — NOT applied (book evidence: 0 spine in 2026; never demote a proven sender) — Joel to reconcile
4328f444-1a86-4fbb-9849-e8a159cce3e2,Michigan Primary Care - Eastpointe,Jasmine,Tier 2,Tier 1,2025-01-03,2026-06-04,Tier 2,Joel T1 on 2025 spine (2025-01-03); a 2026 referral on 2026-06-04 but its service line is unknown — not applied; Joel to classify
1972590420,Alan Robertson MD,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
1578685921,Eastpointe Family Physicians,Jasmine,Tier 1,Tier 1,2025-03-05,2026-05-15,Tier 1,Joel agrees
20e3535a-e9f3-4760-9cd8-6e86789495da,QuickDoc Urgent Care,Jasmine,Tier 1,Tier 1,2026-02-10,2026-08-06,Tier 1,Joel agrees
1457400954,Office of Douglas Hames MD,Jasmine,Prospect,Tier 2,,2026-07-17,Tier 2,"Joel Tier 2, last referral 2026-07-17 (2026 evidence)"
85768def-ff0c-4952-b900-da31e044eedf,Medicare urgent care,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
cf4ac4d2-8a2e-4d0b-8294-4d7f8fd390c4,Alphonse Ekole MD,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
461fe196-5467-4d92-bec8-0125858453c8,Dedicated Senior Medical Center - Eastpointe,Jasmine,Tier 2,Tier 2,,2026-08-12,Tier 2,Joel agrees
df6c9c10-8955-4ae0-95a3-7f14af6366cc,EPIC - Eastponte,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
1902896608,Mansour Mercy Medical Center,Jasmine,Prospect,Tier 3,,2025-03-13,Prospect,Joel Tier 3 on 2025-only evidence (last referral 2025-03-13) — not applied
83e31e93-d44f-45e6-884d-0e69e15a6b31,Garden City urgent care/primary care,Jasmine,Prospect,Tier 3,,2025-04-02,Prospect,Joel Tier 3 on 2025-only evidence (last referral 2025-04-02) — not applied
f66f38a6-852f-4f1e-bb01-77665ea9274f,ASSOCIATES IN INTERNAL MEDICINE SPECIALTIES,Jasmine,Prospect,Tier 1,2025-03-13,2025-03-13,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-03-13, last referral 2025-03-13) — not applied"
b0006361-799b-4231-8e35-542ac7ccc5c3,Fox Michael DO,Jasmine,Prospect,Tier 1,2025-03-03,2025-03-03,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-03-03, last referral 2025-03-03) — not applied"
5cb01f9c-faec-4c04-b600-f0eba085f6a3,Synergy Medical Primary Care,Jasmine,Tier 1,Tier 1,2025-01-21,2026-09-09,Tier 1,Joel agrees
e419b08f-276a-463b-8d2e-29d69176bb65,"SEEMAB GUL KHAN, MD, PC",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
be40181f-bcb8-4cac-ae76-ab9ba0311605,ATI,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
fbf2356b-694f-4b80-a662-1d1e86c727d7,The Joint Chiropractic - Livonia,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
4234d0ba-61b7-4931-8788-6156494bcc59,1st choice Urgent Care Livonia,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
68ceff67-99ac-4ef7-a162-918f93bbdf38,Livonia Family Medical Center,Jasmine,Tier 1,Tier 1,2025-06-19,2026-08-17,Tier 1,Joel agrees
40b67646-7a8c-48ac-859a-ec68090967b0,Cromwell family chiropractic,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
d2a011ae-fad5-4195-a59b-93376dd15321,"*NOVAMEDICA, PLLC",Jasmine,Prospect,Tier 2,,2026-07-31,Tier 2,"Joel Tier 2, last referral 2026-07-31 (2026 evidence)"
dc4592d0-3b9d-4583-a228-a93413a343a7,BEAUMONT MIDWEST INTERNAL MEDICINE ASSOCIATES LIVONIA,Jasmine,Prospect,Tier 1,2025-06-13,2025-08-13,Prospect,"Joel T1 on 2025-only evidence (trigger 2025-06-13, last referral 2025-08-13) — not applied"
fcafa62b-aa2e-4816-b546-f6718ff3ece8,UNIVERSITY OF MICHIGAN LIVONIA HEALTH CENTER,Jasmine,Prospect,Tier 2,,2026-01-09,Tier 2,"Joel Tier 2, last referral 2026-01-09 (2026 evidence)"
74262c96-dd4b-4b92-acd7-c43ebba4c04f,NORLIVO INTERNAL MEDICINE,Jasmine,Tier 1,Tier 1,2025-05-01,2026-07-31,Tier 1,Joel agrees
1993900c-8862-4865-ad73-1f71b7468186,M.N. Petrous MD,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
e0d8c74a-31fe-4da6-9aa4-6a2357088b6a,Freedom Medical Clinic (Trinity),Jasmine,Tier 2,Tier 1,2025-03-31,2026-09-01,Tier 1,official W5 spine list (Aug 31 week): sent a spine patient
1174571947,"Jowher Khaleel MD, PC",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
4edcea7a-987c-45d1-917d-cfe33f3c18ad,Endeavor chiropractic,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
8934ce8f-6bb3-49e1-9d7e-1da3b417b80c,Medical Center Urgent Care,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
a8634a8d-40a8-4c4d-84a9-ddf74b794be2,"EASTBORN CLINIC, PLLC",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
41d58a99-837a-4287-a726-afe3cda684c8,"APPOLINE MEDICAL CLINIC, PC",Jasmine,Prospect,Tier 1,2025-05-16,2026-08-18,Prospect,Joel T1 on 2025 spine (2025-05-16); a 2026 referral on 2026-08-18 but its service line is unknown — not applied; Joel to classify
39af8a2b-3c99-4502-805c-10e5627efc9d,Wayne state Internal Medicine,Jasmine,Prospect,Tier 1,2026-03-18,2026-07-07,Tier 1,"Joel T1, spine referral 2026-03-18 (2026 evidence)"
c4cc522a-15ee-4dcb-8312-cc7b7efdf995,Park Medical Center (Medicaid),Jasmine,Tier 1,Tier 1,2026-01-13,2026-01-19,Tier 1,Joel agrees
044c28d6-68de-4f3e-855a-8606d4729ace,Dedicated Senior Medical Center East Jefferson,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
3d10a23f-49c8-4b30-b87f-ae7465e0f588,Tri County Neurology,Jasmine,Tier 2,Tier 1,2025-10-29,2026-07-06,Tier 2,Joel T1 on 2025 spine (2025-10-29); a 2026 referral on 2026-07-06 but its service line is unknown — not applied; Joel to classify
e46c966d-2122-4c15-9289-606148887327,EASTPOINTE URGENT CARE,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
95ae3078-f17c-44de-af58-d9fc8e58f4de,Dedicated Senior Medical Center - Warren,Jasmine,Tier 2,Tier 2,,2026-08-10,Tier 2,Joel agrees
63cd155b-cebc-4ccb-ae48-e9fd30422380,City Medical - Madison Heights,Jasmine,Prospect,Tier 2,,2025-06-03,Prospect,Joel Tier 2 on 2025-only evidence (last referral 2025-06-03) — not applied
b2290856-de23-4322-aabc-b2436529feac,Core Institute/Henry Ford Motor City Orthopedics & PT- Southfield,Jasmine,Tier 1,Prospect,,,Tier 1,Joel says Prospect — NOT applied (book evidence: 1 spine in 2026; never demote a proven sender) — Joel to reconcile
00e2d343-2a6c-4378-900b-c886a064f8a9,"ARASH KIARASH, MD, MEDICAL GROUP",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
34c6f1a1-2ced-469c-a53e-e688da73712f,BEST MEDICAL CENTER,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
940d298e-5798-4b70-b005-21671cc2e86c,icare urgent care,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
ce8a4622-f40a-42dd-8695-99a4e9ec7edc,AMC primary care,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
a7a3d5c1-7a49-46bc-b9ad-08cbe9188e80,"DEARBORN FAMILY CLINIC, PC",Jasmine,Tier 1,Tier 1,2025-05-22,2026-01-22,Tier 1,Joel agrees
e8faaf5d-bdac-4971-9f83-bd77a1c37b96,Dearborn medical and geriatric center,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
5cce6822-d3c7-400b-a3ee-0b6788d7b144,"DR VIJAYA CHALLA, MD, PC",Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
47fdf74f-51d1-46ef-b493-2ef60f3f61b7,Ascension Providence Dearborn Internal Medicine,Jasmine,Prospect,Prospect,,,Prospect,Joel agrees
